,wallet_label,question,outcome_label,token_id,fills,net_shares,gross_shares,notional,estimated_edge_usdc,first_trade,last_trade,maker_fills,taker_fills,unenriched_fills,buy_fills,sell_fills,weighted_avg_price,edge_bps
0,Mind.The.Gap,Canada vs. Morocco: Both Teams to Score,No,10609662626498431851840947167646713641731799682558722152460847719580461702230,5,684.39,684.39,670.7,0.0,2026-07-04 19:01:49,2026-07-04 19:01:56,5,0,0,5,0,0.98,0.0
1,Mind.The.Gap,Canada vs. Morocco: Both Teams to Score,Yes,8920104249180949017043784547406683331617061867643812394376393493240474884812,27,5.72,43694.4,17126.2,-1301.62,2026-07-04 18:13:29,2026-07-04 18:43:44,23,4,0,18,9,0.3918,-760.02
2,Mind.The.Gap,Canada vs. Morocco: O/U 0.5,Over,42996203538860485282358738973883755617896397771907303376864680499165101300451,5,634.56,634.56,533.03,-77.02,2026-07-04 18:13:29,2026-07-04 18:13:31,5,0,0,5,0,0.84,-1444.86
3,Mind.The.Gap,Canada vs. Morocco: O/U 1.5,Over,96116244500158894129614720792528379861054569399638069723975776943314550124383,21,474.09,15671.08,9782.69,-513.11,2026-07-04 18:13:29,2026-07-04 18:45:31,19,2,0,15,6,0.6278,-524.51
4,Mind.The.Gap,Canada vs. Morocco: O/U 1.5,Under,50824321377710964921744720422284572418158281031478336435167731758953613423485,5,6248.65,6248.65,3154.06,-18.93,2026-07-04 18:16:20,2026-07-04 18:45:23,3,2,0,5,0,0.4981,-60.02
5,Mind.The.Gap,Canada vs. Morocco: O/U 2.5,Over,92558617592610075024809620259581225959591222778250295886163453827086930306302,56,0.05,99828.82,27655.73,1795.92,2026-07-04 18:13:29,2026-07-04 18:49:55,53,3,0,12,44,0.2771,649.38
6,Mind.The.Gap,Canada vs. Morocco: O/U 2.5,Under,60688539524393997069873883857924125728741268142754566736060452513865271992897,21,28719.55,28719.55,24261.81,86.9,2026-07-04 18:17:31,2026-07-04 18:48:37,20,1,0,21,0,0.8434,35.82
7,Mind.The.Gap,Canada vs. Morocco: Team to Advance,Canada,56292828273428899260365455682186850383967622513477170366683867650416440166282,17,0.02,14592.56,2575.68,116.87,2026-07-04 17:31:46,2026-07-04 18:42:20,14,3,0,16,1,0.1782,453.75
8,Mind.The.Gap,Canada vs. Morocco: Team to Advance,Morocco,101238961791599951615685057841199539507679732083288763835613798393210363728749,84,48969.5,50079.48,44617.84,244.08,2026-07-04 18:13:29,2026-07-04 18:48:59,82,2,0,83,1,0.8899,54.71
9,Mind.The.Gap,Spread: Morocco (-1.5),Canada,55920410518084961660947482181085666491550953052146626322159352002622133192050,5,1460.4,1800.38,518.3,8.38,2026-07-04 18:17:29,2026-07-04 18:48:16,2,3,0,4,1,0.2879,161.71
10,Mind.The.Gap,Spread: Morocco (-1.5),Morocco,109563149597666284036383336521861145893423377854256145684923251785322144838234,9,0.02,3292.08,1652.88,8.43,2026-07-04 18:13:29,2026-07-04 18:48:16,4,5,0,7,2,0.5,50.98
11,Mind.The.Gap,Spread: Morocco (-2.5),Morocco,26895713768902859572307099332179579216237114281062297113584226124720853329935,6,1280.97,1280.97,678.68,-569.71,2026-07-04 19:01:49,2026-07-04 19:01:49,5,1,0,6,0,0.5298,-8394.45
12,Mind.The.Gap,Will Canada vs. Morocco end in a draw?,No,71632223088728071164198560444876622481182650786367190732492573444308094933385,11,3473.1,5344.88,4325.66,170.67,2026-07-04 18:13:29,2026-07-04 18:45:37,10,1,0,3,8,0.8083,394.56
13,Mind.The.Gap,Will Canada vs. Morocco end in a draw?,Yes,102160917682664539054010256622493974769159216846456075685208964292484286267403,4,21406.36,22090.04,5599.05,78.5,2026-07-04 18:17:31,2026-07-04 18:43:16,1,3,0,3,1,0.2518,140.21
14,Mind.The.Gap,Will Canada win on 2026-07-04?,No,11263816773062132614077322307882909551135079093893055759804813369043643400419,4,3952.75,12286.54,12068.46,26.12,2026-07-04 18:13:29,2026-07-04 18:48:04,1,3,0,3,1,0.9818,21.65
15,Mind.The.Gap,Will Morocco win on 2026-07-04?,No,65668323357092153659635952271884062785503105920888052743329065374587829550790,22,0.01,73971.29,26663.87,-955.56,2026-07-04 18:17:31,2026-07-04 18:43:44,20,2,0,21,1,0.363,-358.37
16,Mind.The.Gap,Will Morocco win on 2026-07-04?,Yes,102051736436656560797672629859737891705962543111476656351708851920203673046762,10,1015.07,21684.64,15985.19,-1070.71,2026-07-04 18:13:29,2026-07-04 18:49:25,6,4,0,7,3,0.7356,-669.81
17,RN1,Canada leading at halftime?,No,61956596667330249513830031723434717646586942722121037061330878359712119306402,6,8061.09,8061.09,7409.17,-4.99,2026-07-04 17:39:35,2026-07-04 17:47:43,5,1,0,6,0,0.9191,-6.74
18,RN1,Canada leading at halftime?,Yes,7205289981143850979995161141689912958651295718176299540723444457044093259805,2,45.71,45.71,3.66,0.23,2026-07-04 17:42:11,2026-07-04 17:43:05,2,0,0,2,0,0.08,625.0
19,RN1,Canada vs. Morocco: 1st Half O/U 0.5,Over,59228419522118921740322073257400202560207901520600197934079200999523862262784,78,31557.63,31557.63,3434.06,148.71,2026-07-04 17:39:16,2026-07-04 17:49:56,74,4,0,78,0,0.1086,433.04
20,RN1,Canada vs. Morocco: 1st Half O/U 0.5,Under,89565462811586576469181739505923703849233166823230972095099714271256085338091,14,5412.24,5412.24,5090.48,-11.4,2026-07-04 17:42:01,2026-07-04 17:51:14,14,0,0,14,0,0.9406,-22.39
21,RN1,Canada vs. Morocco: 1st Half O/U 1.5,Under,111161642908398098947830978130281451414293991294485707199715180584489214684364,3,122.78,122.78,121.54,0.46,2026-07-04 17:42:40,2026-07-04 17:49:47,2,1,0,3,0,0.9898,38.08
22,RN1,Canada vs. Morocco: Both Teams to Score,No,10609662626498431851840947167646713641731799682558722152460847719580461702230,34,76872.26,76872.26,55345.72,1760.14,2026-07-04 17:56:22,2026-07-04 18:48:20,33,1,0,34,0,0.7198,318.03
23,RN1,Canada vs. Morocco: Both Teams to Score,Yes,8920104249180949017043784547406683331617061867643812394376393493240474884812,140,57217.02,57217.02,15180.38,340.03,2026-07-04 17:39:25,2026-07-04 19:00:49,138,2,0,140,0,0.2643,223.99
24,RN1,Canada vs. Morocco: Canada O/U 0.5,Over,98550112018189929804021833059335205050998087270207058353012628130079550801305,1,267.58,267.58,64.22,8.03,2026-07-04 18:45:16,2026-07-04 18:45:16,1,0,0,1,0,0.24,1250.0
25,RN1,Canada vs. Morocco: Canada O/U 1.5,Under,82581305583165445250282846436169037266934687407169553604124129186184234934932,4,11431.92,11431.92,11060.92,-29.12,2026-07-04 18:42:26,2026-07-04 18:42:41,4,0,0,4,0,0.9675,-26.32
26,RN1,Canada vs. Morocco: Canada O/U 2.5,Over,95182777344595475043422960611010971868057061754103584777685776632745147808833,1,20.26,20.26,0.26,0.02,2026-07-04 18:03:10,2026-07-04 18:03:10,1,0,0,1,0,0.013,769.23
27,RN1,Canada vs. Morocco: Canada O/U 2.5,Under,22574033557479727232684177925599885591442189795867764109586668132624383402779,6,18554.0,18554.0,18145.73,-48.51,2026-07-04 17:44:26,2026-07-04 17:46:11,6,0,0,6,0,0.978,-26.73
28,RN1,Canada vs. Morocco: Draw at halftime?,No,66223776699043335563776505320054595596466404195053961420506866958973467712677,9,3405.59,3405.59,592.24,26.45,2026-07-04 17:39:35,2026-07-04 17:47:07,9,0,0,9,0,0.1739,446.69
29,RN1,Canada vs. Morocco: Draw at halftime?,Yes,27776521898513531479368205340917221397038487959472907816819067763897945140843,6,314.13,314.13,301.39,1.5,2026-07-04 17:45:37,2026-07-04 17:51:13,6,0,0,6,0,0.9594,49.85
30,RN1,Canada vs. Morocco: Morocco O/U 0.5,Under,90014508754360062707842316614646706933929611822383861836108088305980738936006,5,14041.9,14041.9,6226.81,256.56,2026-07-04 17:59:22,2026-07-04 18:11:14,5,0,0,5,0,0.4434,412.03
31,RN1,Canada vs. Morocco: Morocco O/U 1.5,Under,32264965155253839525730975712869361705388881506779825276941486822523079572280,3,1743.32,1743.32,1446.96,9.3,2026-07-04 17:58:32,2026-07-04 18:09:08,3,0,0,3,0,0.83,64.31
32,RN1,Canada vs. Morocco: Morocco O/U 2.5,Over,61529988878285946086829603393951665099542368147365583440135370864277285943488,2,850.0,850.0,73.72,-2.48,2026-07-04 18:19:43,2026-07-04 18:19:43,0,2,0,2,0,0.0844,-335.73
33,RN1,Canada vs. Morocco: O/U 0.5,Over,42996203538860485282358738973883755617896397771907303376864680499165101300451,4,8912.81,8912.81,6328.44,32.67,2026-07-04 17:41:53,2026-07-04 18:09:52,4,0,0,4,0,0.71,51.62
34,RN1,Canada vs. Morocco: O/U 0.5,Under,105237847709298429437347196019111660046119220044271259370520358578409062836481,46,10394.29,10394.29,2797.09,47.83,2026-07-04 17:39:05,2026-07-04 18:11:19,46,0,0,46,0,0.2691,170.99
35,RN1,Canada vs. Morocco: O/U 1.5,Over,96116244500158894129614720792528379861054569399638069723975776943314550124383,124,98340.99,98340.99,53952.87,793.01,2026-07-04 17:42:50,2026-07-04 18:43:40,124,0,0,124,0,0.5486,146.98
36,RN1,Canada vs. Morocco: O/U 1.5,Under,50824321377710964921744720422284572418158281031478336435167731758953613423485,84,40191.66,40191.66,18967.73,248.37,2026-07-04 17:42:25,2026-07-04 18:45:25,84,0,0,84,0,0.4719,130.95
37,RN1,Canada vs. Morocco: O/U 2.5,Over,92558617592610075024809620259581225959591222778250295886163453827086930306302,193,137394.14,137394.14,35747.21,2785.35,2026-07-04 17:44:04,2026-07-04 19:00:55,188,5,0,193,0,0.2599,779.18
38,RN1,Canada vs. Morocco: O/U 2.5,Under,60688539524393997069873883857924125728741268142754566736060452513865271992897,40,61121.81,61121.81,48596.75,10.67,2026-07-04 17:39:17,2026-07-04 19:00:53,36,4,0,40,0,0.7943,2.2
39,RN1,Canada vs. Morocco: O/U 3.5,Over,55527057073354431016613539322447476515250657989588501111701319958475813452255,44,44440.95,44440.95,2619.21,184.84,2026-07-04 17:59:04,2026-07-04 18:50:25,42,2,0,44,0,0.0588,705.69
40,RN1,Canada vs. Morocco: O/U 3.5,Under,46789911925202689685168733809926497387761702965104942018421365628502659183320,21,22711.22,22711.22,21704.58,38.21,2026-07-04 17:43:35,2026-07-04 19:00:50,21,0,0,21,0,0.9557,17.61
41,RN1,Canada vs. Morocco: O/U 4.5,Over,86446590684263389984735757571445537437808901179603198703006879927326729514834,13,15708.51,15708.51,178.77,39.15,2026-07-04 17:42:08,2026-07-04 18:17:49,13,0,0,13,0,0.0114,2189.81
42,RN1,Canada vs. Morocco: O/U 4.5,Under,113153831938675472473991416337748165225014885380771700309019427537348512609272,7,10355.25,10355.25,10293.13,8.09,2026-07-04 17:51:14,2026-07-04 18:48:23,7,0,0,7,0,0.994,7.86
43,RN1,Canada vs. Morocco: O/U 5.5,Over,56827100484696464295258016877967085212544260930925987277850330632126944317645,3,13590.0,13590.0,40.77,2.26,2026-07-04 18:08:55,2026-07-04 18:09:56,3,0,0,3,0,0.003,555.56
44,RN1,Canada vs. Morocco: Team to Advance,Canada,56292828273428899260365455682186850383967622513477170366683867650416440166282,91,82565.85,82565.85,16383.09,342.31,2026-07-04 17:29:26,2026-07-04 18:57:50,89,2,0,91,0,0.1984,208.94
45,RN1,Canada vs. Morocco: Team to Advance,Morocco,101238961791599951615685057841199539507679732083288763835613798393210363728749,45,43622.99,43622.99,34646.74,203.06,2026-07-04 17:56:14,2026-07-04 18:48:58,45,0,0,45,0,0.7942,58.61
46,RN1,Detroit Tigers vs. Texas Rangers,Detroit Tigers,83220127321873533198184356929379327828655671031900292943128764143512792492895,15,7935.22,7935.22,5905.52,50.15,2026-07-04 20:14:35,2026-07-04 20:52:14,15,0,0,15,0,0.7442,84.91
47,RN1,Detroit Tigers vs. Texas Rangers,Texas Rangers,81990441143965995787933075588649686316877974637646137606886527009807513123431,17,528.76,528.76,95.3,2.64,2026-07-04 20:27:25,2026-07-04 21:39:08,14,0,3,17,0,0.1802,277.43
48,RN1,Detroit Tigers vs. Texas Rangers: O/U 8.5,Over,62406888080197439863278757881313776122863805423202693545387426675246831351483,2,166.91,166.91,113.5,1.67,2026-07-04 20:29:52,2026-07-04 20:29:56,2,0,0,2,0,0.68,147.06
49,RN1,Detroit Tigers vs. Texas Rangers: O/U 8.5,Under,90876581743969060810659674768686680752277196215922935183144709215636003841937,5,114.6,114.6,67.77,0.8,2026-07-04 20:54:55,2026-07-04 21:31:04,4,1,0,5,0,0.5911,117.74
50,RN1,Exact Score: Canada 0 - 0 Morocco?,No,34010156798668660072846095063156120676792058629058900450653997418737616077704,7,1238.87,1238.87,863.59,13.33,2026-07-04 17:54:49,2026-07-04 18:09:56,7,0,0,7,0,0.6971,154.41
51,RN1,Exact Score: Canada 0 - 0 Morocco?,Yes,76310829870437093420871519393771884743551121760931012561797513228569177743911,2,62.63,62.63,16.72,0.35,2026-07-04 17:44:02,2026-07-04 17:53:22,2,0,0,2,0,0.267,209.98
52,RN1,Exact Score: Canada 0 - 1 Morocco?,No,16695730009890723494710144007809229185745901859558797786251064027983805867065,113,8463.83,8463.83,5622.97,57.3,2026-07-04 17:42:44,2026-07-04 18:44:17,112,1,0,113,0,0.6643,101.91
53,RN1,Exact Score: Canada 0 - 1 Morocco?,Yes,8963907017582457712347647311643106183252917660738419483181983014657152970904,36,5712.07,5712.07,2330.45,40.13,2026-07-04 18:15:40,2026-07-04 18:44:19,36,0,0,36,0,0.408,172.19
54,RN1,Exact Score: Canada 0 - 2 Morocco?,No,57930102683433250075457413118893558792602979960386065251172552716781072751256,185,42586.91,42586.91,19254.87,-24.16,2026-07-04 17:52:22,2026-07-04 18:58:01,178,7,0,185,0,0.4484,-12.55
55,RN1,Exact Score: Canada 0 - 2 Morocco?,Yes,20572271143905363739769009174376071134968979053749587517249653617426944665893,61,8644.17,8644.17,6464.24,54.14,2026-07-04 17:42:05,2026-07-04 19:00:50,59,2,0,61,0,0.7476,83.76
56,RN1,Exact Score: Canada 0 - 3 Morocco?,No,14537136329493216412628462941476849888296106688213182717271705201625547940647,15,4020.28,4020.28,3870.68,18.54,2026-07-04 17:56:35,2026-07-04 18:57:53,15,0,0,15,0,0.9628,47.9
57,RN1,Exact Score: Canada 0 - 3 Morocco?,Yes,12392692711412120981784453932758829678206566197234030614093476524250966477982,6,122.23,122.23,9.9,1.33,2026-07-04 18:57:56,2026-07-04 19:00:38,6,0,0,6,0,0.081,1347.69
58,RN1,Exact Score: Canada 1 - 0 Morocco?,No,1996140398543278758228629946415453513365774367428917096049064214344910391014,26,4716.37,4716.37,3971.46,32.11,2026-07-04 17:39:13,2026-07-04 18:13:31,24,2,0,26,0,0.842,80.85
59,RN1,Exact Score: Canada 1 - 0 Morocco?,Yes,73706049451962194767909208240442024684952434525931777661867538971896631929874,6,148.9,148.9,20.85,1.49,2026-07-04 17:58:25,2026-07-04 18:01:31,6,0,0,6,0,0.14,714.29
60,RN1,Exact Score: Canada 1 - 1 Morocco?,No,38799735782942997010258413982163294914265852434730143680763268935472863722364,29,3736.54,3736.54,2859.1,68.24,2026-07-04 18:15:53,2026-07-04 18:44:31,29,0,0,29,0,0.7652,238.67
61,RN1,Exact Score: Canada 1 - 1 Morocco?,Yes,107678834427131311529903503002845058071737502937601105313684556864510683013508,21,12226.28,12226.28,993.84,909.88,2026-07-04 17:53:05,2026-07-04 18:35:37,21,0,0,21,0,0.0813,9155.22
62,RN1,Exact Score: Canada 1 - 2 Morocco?,No,73857401444438674665504240109552814718343715658679403014530436738792456700545,56,13380.17,13380.17,11858.46,106.14,2026-07-04 17:43:04,2026-07-04 19:00:55,55,1,0,56,0,0.8862,89.51
63,RN1,Exact Score: Canada 1 - 2 Morocco?,Yes,67854345526031708682007007697553991601942929401132696342936212906952057836769,30,2854.06,2854.06,298.94,22.58,2026-07-04 17:44:20,2026-07-04 19:00:44,29,1,0,30,0,0.1046,755.18
64,RN1,Exact Score: Canada 1 - 3 Morocco?,No,50171406964679500706317840638231885886757432654921300229569346029386303809313,2,779.75,779.75,771.61,-6.26,2026-07-04 18:21:02,2026-07-04 18:54:35,2,0,0,2,0,0.9896,-81.16
65,RN1,Exact Score: Canada 2 - 0 Morocco?,No,17847832277451017432484241361534460347295499000687065942196625002421084427902,7,3415.71,3415.71,3287.42,14.33,2026-07-04 17:45:29,2026-07-04 18:13:31,5,2,0,7,0,0.9623,43.58
66,RN1,Exact Score: Canada 2 - 1 Morocco?,No,36004372491427599817441316225161037536519877865238471959767538801075253992717,4,1629.13,1629.13,1566.09,14.72,2026-07-04 17:46:08,2026-07-04 18:38:16,4,0,0,4,0,0.9613,94.02
67,RN1,Exact Score: Canada 2 - 1 Morocco?,Yes,89619733853600214155335419574787423331115008821678889199230689088451948402138,3,945.28,945.28,31.93,2.3,2026-07-04 18:09:17,2026-07-04 18:10:08,3,0,0,3,0,0.0338,720.48
68,RN1,Exact Score: Canada 2 - 2 Morocco?,No,36054656021254014463764765072865834877017369647568704042024652214155964558776,2,589.64,589.64,582.7,1.63,2026-07-04 18:48:16,2026-07-04 18:58:46,2,0,0,2,0,0.9882,27.98
69,RN1,Exact Score: Canada 2 - 2 Morocco?,Yes,37784314320367357388314558774475189905405949796711430141825364706746501854725,5,820.41,820.41,10.22,0.47,2026-07-04 18:00:14,2026-07-04 18:15:55,5,0,0,5,0,0.0125,459.11
70,RN1,Exact Score: Canada 2 - 3 Morocco?,No,53338133086294047225476368982160040852321573980678224921653172131529827845119,5,959.43,959.43,953.45,2.07,2026-07-04 17:53:22,2026-07-04 18:26:58,5,0,0,5,0,0.9938,21.68
71,RN1,Exact Score: Canada 3 - 1 Morocco?,No,93810353214954178940425965647012239129677218934849713778923739584062466379189,2,925.71,925.71,912.75,4.28,2026-07-04 17:46:31,2026-07-04 17:47:29,2,0,0,2,0,0.986,46.91
72,RN1,Exact Score: Canada 3 - 1 Morocco?,Yes,113682109108006880424027796796590126034948762897855121176264623098012369024930,5,3116.32,3116.32,18.52,3.84,2026-07-04 18:04:40,2026-07-04 18:12:25,5,0,0,5,0,0.0059,2071.39
73,RN1,Exact Score: Canada 3 - 2 Morocco?,No,107509945179891730576690814548805381874985429825368905042759583990830244416842,1,782.0,782.0,775.74,1.96,2026-07-04 17:46:19,2026-07-04 17:46:19,1,0,0,1,0,0.992,25.2
74,RN1,Exact Score: Canada 3 - 2 Morocco?,Yes,17421609939809540866955500253492367723952650870757817589183399309281670739857,2,782.0,782.0,2.35,2.04,2026-07-04 18:00:19,2026-07-04 18:02:44,2,0,0,2,0,0.003,8697.57
75,RN1,Exact Score: Canada 3 - 3 Morocco?,No,154655120518508319492071566057404025147019624115170579848662777561531781084,1,373.4,373.4,373.03,0.0,2026-07-04 18:44:20,2026-07-04 18:44:20,1,0,0,1,0,0.999,0.0
76,RN1,Exact Score: Canada 3 - 3 Morocco?,Yes,79104985989379585760106406509583355251251741959745638027696438174054419659694,5,1563.99,1563.99,3.13,0.0,2026-07-04 18:08:53,2026-07-04 18:09:55,5,0,0,5,0,0.002,0.0
77,RN1,Exact Score: Paraguay 0 - 0 France?,No,111308261490669211947092561664389142674925528733463801340249426215274066412400,10,3574.89,3574.89,3295.24,24.1,2026-07-04 21:17:31,2026-07-04 21:37:41,7,0,3,10,0,0.9218,73.14
